QTL	FarmCPU_pos	FarmCPU_-logP	MLM_INFO(Chr-pos-(-log10))	Geno	Geno_pos	SIFT_Score	INDEL_Score	SV_Score	Score_peak	Score_TE	Score_annotate	Score_expression	Score_match	Score	Source_File	Mode	Annotation_locus	Symbol	Keyword	Locus_annotation	Locus_is_TE	Locus_is_expressed	Locus_is_representative	Recommendation_score	Recommendation_reason
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11470	1:6182163-6182516	20	10	*	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11470			expressed protein	N	Y	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	Os01g0212900	1:6182929-6183873	20	10	*	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0212900							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11480	1:6183125-6183625	5	10	*	8.0	0.0	0.0	5.0	*	23.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11480			zinc finger, C3HC4 type domain containing protein, expressed	N	Y	Y	26	pipeline_score=23; farm_logP=13.39; max_variant=10; recommendation_score=26
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11490	1:6185622-6186317	20	5	*	8.0	5.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11490			zinc finger, C3HC4 type domain containing protein, expressed	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=20; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11500	1:6188518-6189219	5	10	*	8.0	0.0	0.0	5.0	*	23.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11500			zinc finger, C3HC4 type domain containing protein, expressed	N	Y	Y	26	pipeline_score=23; farm_logP=13.39; max_variant=10; recommendation_score=26
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11510	1:6191931-6193745	20	10	*	8.0	5.0	20.0	0.0	*	53.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11510			OsMADS91 - MADS-box family gene with M-beta type-box, expressed	N	Y	Y	58	pipeline_score=53; farm_logP=13.39; max_variant=20; recommendation_score=58
QTL1	Chr1-6282028	13.39	*	Os01g0213350	1:6195350-6199436	20	10	20	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0213350							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11520	1:6199158-6200399	15	10	10	8.0	0.0	0.0	15.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11520			RING-H2 finger protein, putative, expressed	N	Y	Y	41	pipeline_score=38; farm_logP=13.39; max_variant=15; recommendation_score=41
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11550	1:6221636-6224329	5	10	*	8.0	5.0	0.0	5.0	*	28.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11550			TCP family transcription factor, putative, expressed	N	Y	Y	31	pipeline_score=28; farm_logP=13.39; max_variant=10; recommendation_score=31
QTL1	Chr1-6282028	13.39	*	Os01g0214001	1:6221644-6224197	5	10	*	8.0	0.0	0.0	5.0	*	23.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0214001							26	pipeline_score=23; farm_logP=13.39; max_variant=10; recommendation_score=26
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11570	1:6242495-6244969	5	10	5	8.0	0.0	0.0	10.0	*	28.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11570			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	31	pipeline_score=28; farm_logP=13.39; max_variant=10; recommendation_score=31
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11580	1:6247411-6253398	5	10	*	8.0	0.0	0.0	15.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11580			bromodomain containing protein, expressed	N	Y	Y	36	pipeline_score=33; farm_logP=13.39; max_variant=10; recommendation_score=36
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11590	1:6253721-6257198	20	*	*	8.0	0.0	0.0	18.0	*	46.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11590			uncharacterized protein HI0077, putative, expressed	N	Y	Y	51	pipeline_score=46; farm_logP=13.39; max_variant=20; recommendation_score=51
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11600	1:6257915-6258264	5	10	*	8.0	0.0	0.0	18.0	*	36.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11600			expressed protein	N	Y	Y	39	pipeline_score=36; farm_logP=13.39; max_variant=10; recommendation_score=39
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11620	1:6267440-6270903	5	25	*	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11620			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11640	1:6277478-6277714	25	10	*	8.0	0.0	0.0	0.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11640			expressed protein	N	Y	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=25; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11650	1:6278493-6283652	5	10	*	8.0	0.0	0.0	18.0	*	36.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11650			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	39	pipeline_score=36; farm_logP=13.39; max_variant=10; recommendation_score=39
QTL1	Chr1-6282028	13.39	*	Os01g0214901	1:6278711-6283235	5	10	*	8.0	0.0	0.0	18.0	*	36.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0214901							39	pipeline_score=36; farm_logP=13.39; max_variant=10; recommendation_score=39
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11660	1:6288365-6292303	20	10	25	8.0	0.0	0.0	18.0	*	51.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11660			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	56	pipeline_score=51; farm_logP=13.39; max_variant=25; recommendation_score=56
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11670	1:6295991-6297676	20	25	25	8.0	0.0	0.0	20.0	*	53.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11670			OsSCP2 - Putative Serine Carboxypeptidase homologue, expressed	N	Y	Y	58	pipeline_score=53; farm_logP=13.39; max_variant=25; recommendation_score=58
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11680	1:6298944-6301397	20	25	5	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11680			transposon protein, putative, unclassified, expressed	Y	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11690	1:6303562-6303822	25	25	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11690			expressed protein	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11700	1:6304802-6306608	20	10	5	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11700			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11704	1:6311934-6313649	20	5	*	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11704			hypothetical protein	N	N	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11710	1:6319130-6322474	20	5	*	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11710			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	Os01g0215725	1:6319466-6322051	20	10	*	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0215725							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	Os01g0215750	1:6326282-6329098	25	5	5	8.0	0.0	0.0	0.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0215750							38	pipeline_score=33; farm_logP=13.39; max_variant=25; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11720	1:6328086-6333412	20	10	0	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11720			transposable element protein, putative, containing Pfam profile: PF03004, Transposase_24, expressed	Y	Y	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11730	1:6340836-6344345	20	10	15	8.0	5.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11730			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=20; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	Os01g0216150	1:6340983-6343950	20	5	5	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0216150							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11740	1:6352582-6358359	15	5	25	8.0	5.0	0.0	5.0	*	43.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11740			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	48	pipeline_score=43; farm_logP=13.39; max_variant=25; recommendation_score=48
QTL1	Chr1-6282028	13.39	*	Os01g0216350	1:6353714-6357017	5	5	20	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0216350							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11750	1:6361526-6363457	5	5	25	8.0	5.0	0.0	5.0	*	43.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11750			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	48	pipeline_score=43; farm_logP=13.39; max_variant=25; recommendation_score=48
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11760	1:6365028-6367159	25	25	25	8.0	5.0	0.0	5.0	*	43.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11760			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	48	pipeline_score=43; farm_logP=13.39; max_variant=25; recommendation_score=48
QTL1	Chr1-6282028	13.39	*	Os01g0216600	1:6365099-6366237	25	10	20	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0216600							43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11770	1:6368038-6368517	20	10	25	8.0	5.0	0.0	5.0	*	43.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11770			expressed protein	N	Y	Y	48	pipeline_score=43; farm_logP=13.39; max_variant=25; recommendation_score=48
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11780	1:6369419-6370066	20	25	25	8.0	5.0	0.0	5.0	*	43.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11780			expressed protein	N	Y	Y	48	pipeline_score=43; farm_logP=13.39; max_variant=25; recommendation_score=48
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11790	1:6377261-6382037	5	25	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11790			GDSL-like lipase/acylhydrolase, putative, expressed	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	Os01g0216951	1:6377363-6381819	1	1	0	8.0	0.0	0.0	5.0	*	14.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0216951							14	pipeline_score=14; farm_logP=13.39; max_variant=1; recommendation_score=14
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11800	1:6382881-6383687	20	5	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11800			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11810	1:6387691-6391467	25	10	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11810			powdery mildew resistant protein 5, putative, expressed	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	Os01g0217050	1:6388780-6390920	20	5	20	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0217050							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11820	1:6394268-6395667	20	10	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11820			expressed protein	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11830	1:6396150-6397294	18	5	25	8.0	0.0	10.0	0.0	*	43.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11830			oryzain alpha chain precursor, putative, expressed	N	Y	Y	48	pipeline_score=43; farm_logP=13.39; max_variant=25; recommendation_score=48
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11840	1:6400890-6402066	5	5	25	8.0	5.0	0.0	0.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11840			xylem cysteine proteinase 2 precursor, putative, expressed	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11850	1:6402993-6410872	20	5	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11850			expressed protein	N	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11860	1:6412786-6419895	5	5	5	8.0	0.0	0.0	15.0	*	28.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11860			DJ-1 family protein, putative, expressed	N	Y	Y	28	pipeline_score=28; farm_logP=13.39; max_variant=5; recommendation_score=28
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11870	1:6425100-6428266	20	5	0	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11870			expressed protein	N	Y	Y	38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11880	1:6432336-6436086	5	5	5	8.0	0.0	0.0	10.0	*	23.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11880			DJ-1 family protein, putative, expressed	N	Y	Y	23	pipeline_score=23; farm_logP=13.39; max_variant=5; recommendation_score=23
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11900	1:6444319-6456076	18	10	*	8.0	0.0	0.0	15.0	*	41.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11900	OsROS1|OsROS1a|ROS1a|TA2	anther; anther development; development; dormancy; endosperm; male sterility; map-based cloning; meristem; pollen; seed; starch; sterility; sugar; vegetative	hhH-GPD superfamily base excision DNA repair protein, expressed	N	Y	Y	51	pipeline_score=41; farm_logP=13.39; max_variant=18; symbol=OsROS1|OsROS1a|ROS1a|TA2; keyword=anther; anther development; development; dormancy; endosperm; male sterility; map-based cloning; meristem; pollen; seed; starch; sterility; sugar; vegetative; recommendation_score=51
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11910	1:6462706-6465037	5	10	10	8.0	0.0	0.0	22.0	*	40.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11910			basic helix-loop-helix, putative, expressed	N	Y	Y	43	pipeline_score=40; farm_logP=13.39; max_variant=10; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	LOC_Os01g11920	1:6471718-6485507	25	25	25	8.0	0.0	0.0	5.0	*	38.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g11920			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	43	pipeline_score=38; farm_logP=13.39; max_variant=25; recommendation_score=43
QTL1	Chr1-6282028	13.39	*	Os01g0218350	1:6471818-6476650	20	10	*	8.0	0.0	0.0	5.0	*	33.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0218350							38	pipeline_score=33; farm_logP=13.39; max_variant=20; recommendation_score=38
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38520	1:21633972-21635454	15	10	*	6.0	0.0	0.0	5.0	*	26.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38520			expressed protein	N	Y	Y	34	pipeline_score=26; farm_logP=11.68; max_variant=15; supported_by_both_modes; recommendation_score=34
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38530	1:21637031-21643111	20	10	10	6.0	0.0	10.0	10.0	*	46.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38530	OsEF3|OsELF3-2|OsELF3.2	blast resistance; cell division; cell elongation; grain; grain weight; heading date; immunity; resistance; root; root development	ELF3 protein, putative, expressed	N	Y	Y	63	pipeline_score=46; farm_logP=11.68; max_variant=20; supported_by_both_modes; symbol=OsEF3|OsELF3-2|OsELF3.2; keyword=blast resistance; cell division; cell elongation; grain; grain weight; heading date; immunity; resistance; root; root development; recommendation_score=63
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38540	1:21645147-21651299	25	25	25	6.0	0.0	0.0	0.0	*	31.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38540			transposon protein, putative, unclassified, expressed	Y	Y	Y	41	pipeline_score=31; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=41
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38550	1:21651915-21655138	25	25	25	6.0	0.0	0.0	5.0	*	36.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38550			transposon protein, putative, unclassified, expressed	Y	Y	Y	46	pipeline_score=36; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=46
QTL2	Chr1-21833930	11.68	*	Os01g0566200	1:21661408-21662162	20	25	*	6.0	0.0	0.0	5.0	*	36.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	Os01g0566200							46	pipeline_score=36; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=46
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38560	1:21661685-21662203	20	25	*	6.0	0.0	0.0	10.0	*	41.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38560			expressed protein	N	Y	Y	51	pipeline_score=41; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=51
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38570	1:21663198-21663859	25	5	*	6.0	0.0	0.0	0.0	*	31.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38570			expressed protein	N	Y	Y	41	pipeline_score=31; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=41
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38580	1:21665618-21669309	20	10	20	6.0	5.0	10.0	18.0	*	59.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38580			beta,beta-carotene 9,10-dioxygenase, putative, expressed	N	Y	Y	69	pipeline_score=59; farm_logP=11.68; max_variant=20; supported_by_both_modes; recommendation_score=69
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38590	1:21671688-21671969	25	5	25	6.0	0.0	0.0	0.0	*	31.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38590			expressed protein	N	Y	Y	41	pipeline_score=31; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=41
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38600	1:21675552-21676168	25	10	25	6.0	0.0	0.0	0.0	*	31.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38600			expressed protein	N	Y	Y	41	pipeline_score=31; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=41
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38610	1:21687401-21689929	20	10	20	6.0	5.0	0.0	10.0	*	41.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38610			helix-loop-helix DNA-binding domain containing protein, expressed	N	Y	Y	51	pipeline_score=41; farm_logP=11.68; max_variant=20; supported_by_both_modes; recommendation_score=51
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38620	1:21698949-21704210	5	10	15	6.0	0.0	0.0	10.0	*	31.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38620			3-5 exonuclease/ nucleic acid binding protein, putative, expressed	N	Y	Y	39	pipeline_score=31; farm_logP=11.68; max_variant=15; supported_by_both_modes; recommendation_score=39
QTL2	Chr1-21833930	11.68	*	LOC_Os01g38640	1:21710697-21711107	25	25	5	6.0	0.0	0.0	0.0	*	31.0	RAP_Step2_HNHZ_window200kb.FarmCPUpeak_info	window200kb	LOC_Os01g38640			expressed protein	N	Y	Y	41	pipeline_score=31; farm_logP=11.68; max_variant=25; supported_by_both_modes; recommendation_score=41
