QTL	FarmCPU_pos	FarmCPU_-logP	MLM_INFO(Chr-pos-(-log10))	Geno	Geno_pos	SIFT_Score	INDEL_Score	SV_Score	Score_peak	Score_TE	Score_annotate	Score_expression	Score_match	Score	Source_File	Mode	Annotation_locus	Symbol	Keyword	Locus_annotation	Locus_is_TE	Locus_is_expressed	Locus_is_representative	Recommendation_score	Recommendation_reason
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50300	1:28878149-28878667	5	5	*	10.0	0.0	0.0	22.0	*	37.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50300			expressed protein	N	Y	Y	37	pipeline_score=37; farm_logP=9.24; max_variant=5; recommendation_score=37
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50310	1:28881393-28882954	20	10	0	10.0	0.0	0.0	18.0	*	48.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50310			VIP1 protein, putative, expressed	N	Y	Y	53	pipeline_score=48; farm_logP=9.24; max_variant=20; recommendation_score=53
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50320	1:28885409-28890942	1	10	5	10.0	0.0	0.0	15.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50320			surp module family protein, putative, expressed	N	Y	Y	38	pipeline_score=35; farm_logP=9.24; max_variant=10; recommendation_score=38
QTL1	Chr1-28977602	9.24	*	Os01g0698150	1:28890176-28890710	*	*	*	10.0	0.0	0.0	18.0	*	28.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0698150							28	pipeline_score=28; farm_logP=9.24; recommendation_score=28
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50330	1:28891193-28892212	5	5	*	10.0	0.0	0.0	22.0	*	37.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50330			strictosidine synthase 1 precursor, putative, expressed	N	Y	Y	37	pipeline_score=37; farm_logP=9.24; max_variant=5; recommendation_score=37
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50340	1:28892890-28897274	15	5	*	10.0	0.0	0.0	15.0	*	40.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50340			transposon protein, putative, unclassified, expressed	Y	Y	Y	43	pipeline_score=40; farm_logP=9.24; max_variant=15; recommendation_score=43
QTL1	Chr1-28977602	9.24	*	Os01g0698500	1:28900223-28903951	*	25	*	10.0	0.0	0.0	18.0	*	53.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0698500							58	pipeline_score=53; farm_logP=9.24; max_variant=25; recommendation_score=58
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50350	1:28910213-28911081	20	5	*	10.0	0.0	0.0	5.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50350			expressed protein	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=20; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50360	1:28913375-28915902	25	25	25	10.0	0.0	0.0	18.0	*	53.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50360			NAC domain containing protein, putative, expressed	N	Y	Y	58	pipeline_score=53; farm_logP=9.24; max_variant=25; recommendation_score=58
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50370	1:28921498-28923085	5	10	*	10.0	0.0	0.0	10.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50370	OsMAPKKK63	Kinase; abiotic stress; biotic stress; chilling; dormancy; drought; salinity; salt; salt stress; seed; stress; stress response	STE_MEKK_ste11_MAP3K.4 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	N	Y	Y	40	pipeline_score=30; farm_logP=9.24; max_variant=10; symbol=OsMAPKKK63; keyword=Kinase; abiotic stress; biotic stress; chilling; dormancy; drought; salinity; salt; salt stress; seed; stress; stress response; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50380	1:28924421-28924855	25	10	10	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50380			expressed protein	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50400	1:28933845-28935210	5	10	*	10.0	0.0	0.0	10.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50400			STE_MEKK_ste11_MAP3K.5 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	N	Y	Y	33	pipeline_score=30; farm_logP=9.24; max_variant=10; recommendation_score=33
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50410	1:28938971-28940927	18	5	5	10.0	0.0	0.0	10.0	*	38.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50410	OsMKKK70	ga ; GA; Kinase; Pollen Fertility; cold; cold stress; cold tolerance; erect; ga; grain; grain shape; grain size; kinase; leaf; leaf angle; pollen; protein kinase; seed; seed set; stress; tolerance	STE_MEKK_ste11_MAP3K.6 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	N	Y	Y	48	pipeline_score=38; farm_logP=9.24; max_variant=18; symbol=OsMKKK70; keyword=ga ; GA; Kinase; Pollen Fertility; cold; cold stress; cold tolerance; erect; ga; grain; grain shape; grain size; kinase; leaf; leaf angle; pollen; protein kinase; seed; seed set; stress; tolerance; recommendation_score=48
QTL1	Chr1-28977602	9.24	*	Os01g0699450	1:28939652-28940925	18	10	*	10.0	0.0	0.0	15.0	*	43.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0699450							46	pipeline_score=43; farm_logP=9.24; max_variant=18; recommendation_score=46
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50420	1:28945228-28948045	5	10	5	10.0	0.0	0.0	10.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50420	OsMAPKKK62|OsMKKK62|OsNPK1-PK	Pollen Fertility; pollen; seed; seed set	STE_MEKK_ste11_MAP3K.7 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	N	Y	Y	40	pipeline_score=30; farm_logP=9.24; max_variant=10; symbol=OsMAPKKK62|OsMKKK62|OsNPK1-PK; keyword=Pollen Fertility; pollen; seed; seed set; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50430	1:28952182-28953804	20	5	*	10.0	0.0	0.0	0.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50430			expressed protein	N	Y	Y	35	pipeline_score=30; farm_logP=9.24; max_variant=20; recommendation_score=35
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50440	1:28955683-28957041	5	5	5	10.0	0.0	0.0	22.0	*	37.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50440			AWPM-19-like membrane family protein, putative, expressed	N	Y	Y	37	pipeline_score=37; farm_logP=9.24; max_variant=5; recommendation_score=37
QTL1	Chr1-28977602	9.24	*	Os01g0699950	1:28964966-28968109	5	5	*	10.0	0.0	0.0	0.0	*	15.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0699950							15	pipeline_score=15; farm_logP=9.24; max_variant=5; recommendation_score=15
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50450	1:28970632-28974473	5	10	*	10.0	0.0	0.0	10.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50450			expressed protein	N	Y	Y	33	pipeline_score=30; farm_logP=9.24; max_variant=10; recommendation_score=33
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50460	1:28975563-28977354	5	10	*	10.0	0.0	0.0	5.0	*	25.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50460			nodulin MtN3 family protein, putative, expressed	N	Y	Y	28	pipeline_score=25; farm_logP=9.24; max_variant=10; recommendation_score=28
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50470	1:28978119-28983868	20	10	*	10.0	0.0	0.0	18.0	*	48.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50470			regulator of chromosome condensation, putative, expressed	N	Y	Y	53	pipeline_score=48; farm_logP=9.24; max_variant=20; recommendation_score=53
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50480	1:28984543-28986016	5	5	20	10.0	0.0	0.0	18.0	*	48.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50480			SAM dependent carboxyl methyltransferase, putative, expressed	N	Y	Y	53	pipeline_score=48; farm_logP=9.24; max_variant=20; recommendation_score=53
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50490	1:28991234-28993285	5	10	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50490			cytochrome P450, putative, expressed	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	Os01g0700400	1:28991293-28992844	*	5	20	10.0	0.0	0.0	0.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0700400							35	pipeline_score=30; farm_logP=9.24; max_variant=20; recommendation_score=35
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50500	1:28998911-29003485	25	25	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50500			retrotransposon protein, putative, Ty3-gypsy subclass	Y	N	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50510	1:29010954-29011274	25	25	25	10.0	0.0	0.0	22.0	*	57.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50510			expressed protein	Y	Y	Y	62	pipeline_score=57; farm_logP=9.24; max_variant=25; recommendation_score=62
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50520	1:29020844-29021337	5	5	25	10.0	0.0	0.0	5.0	*	40.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50520	OsMAX1|SLB1	strigolactone biosynthesis; tiller number	cytochrome P450 monooxygenase CYP711A12, putative, expressed	N	Y	Y	52	pipeline_score=40; farm_logP=9.24; max_variant=25; symbol=OsMAX1|SLB1; keyword=strigolactone biosynthesis; tiller number; recommendation_score=52
QTL1	Chr1-28977602	9.24	*	Os01g0701100	1:29020887-29025817	5	*	20	10.0	0.0	0.0	0.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0701100							35	pipeline_score=30; farm_logP=9.24; max_variant=20; recommendation_score=35
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50530	1:29024351-29025826	5	*	25	10.0	5.0	0.0	0.0	*	40.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50530			cytochrome P450, putative, expressed	N	Y	Y	45	pipeline_score=40; farm_logP=9.24; max_variant=25; recommendation_score=45
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50550	1:29031493-29033413	20	25	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50550			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50560	1:29035273-29035503	5	*	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50560			expressed protein	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50570	1:29036371-29037271	*	*	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50570			cytochrome P450 monooxygenase CYP711A12, putative, expressed	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	Os01g0701350	1:29036414-29041387	20	5	20	10.0	0.0	0.0	5.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0701350							40	pipeline_score=35; farm_logP=9.24; max_variant=20; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50580	1:29039999-29041364	20	*	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50580			cytochrome P450, putative, expressed	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50590	1:29045049-29047994	25	10	20	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50590			cytochrome P450, putative, expressed	N	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	Os01g0701600	1:29045089-29048048	25	5	*	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	Os01g0701600							40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50600	1:29049481-29050034	20	*	*	10.0	0.0	0.0	0.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50600			expressed protein	N	Y	Y	35	pipeline_score=30; farm_logP=9.24; max_variant=20; recommendation_score=35
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50610	1:29050751-29053594	5	10	*	10.0	0.0	0.0	15.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50610			SAM dependent carboxyl methyltransferase, putative, expressed	N	Y	Y	38	pipeline_score=35; farm_logP=9.24; max_variant=10; recommendation_score=38
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50616	1:29066657-29072196	1	10	*	10.0	0.0	0.0	10.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50616			phosphatidylinositol transfer, putative, expressed	N	Y	Y	33	pipeline_score=30; farm_logP=9.24; max_variant=10; recommendation_score=33
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50622	1:29072766-29076344	15	10	10	10.0	0.0	0.0	5.0	*	30.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50622			DNA-binding protein DSP1, putative, expressed	N	Y	Y	33	pipeline_score=30; farm_logP=9.24; max_variant=15; recommendation_score=33
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50630	1:29083039-29083659	25	5	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50630			hypothetical protein	N	N	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50640	1:29084957-29090885	25	25	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50640			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50650	1:29091272-29094763	25	25	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50650			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50660	1:29095700-29096026	20	25	25	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50660			retrotransposon protein, putative, unclassified	Y	N	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50670	1:29100651-29101322	25	25	*	10.0	0.0	0.0	0.0	*	35.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50670			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	40	pipeline_score=35; farm_logP=9.24; max_variant=25; recommendation_score=40
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50680	1:29104884-29109135	20	5	5	10.0	0.0	0.0	22.0	*	52.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50680	SLP1	awn	OsSub2 - Putative Subtilisin homologue, expressed	N	Y	Y	64	pipeline_score=52; farm_logP=9.24; max_variant=20; symbol=SLP1; keyword=awn; recommendation_score=64
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50690	1:29109936-29119362	20	10	*	10.0	0.0	0.0	10.0	*	40.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50690			WD domain, G-beta repeat domain containing protein, expressed	N	Y	Y	45	pipeline_score=40; farm_logP=9.24; max_variant=20; recommendation_score=45
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50700	1:29119761-29124636	20	5	*	10.0	0.0	0.0	18.0	*	48.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50700			dehydrin family protein, expressed	N	Y	Y	53	pipeline_score=48; farm_logP=9.24; max_variant=20; recommendation_score=53
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50710	1:29130929-29131729	25	5	*	10.0	0.0	0.0	20.0	*	55.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50710			hypothetical protein	N	N	Y	60	pipeline_score=55; farm_logP=9.24; max_variant=25; recommendation_score=60
QTL1	Chr1-28977602	9.24	*	LOC_Os01g50720	1:29132159-29133940	5	10	*	10.0	0.0	0.0	18.0	*	38.0	RAP_Step2_all_TGW_quality.FarmCPUpeak_info	RAP_Step2_all_TGW_quality	LOC_Os01g50720			MYB family transcription factor, putative, expressed	N	Y	Y	41	pipeline_score=38; farm_logP=9.24; max_variant=10; recommendation_score=41
